wave,flux
967,0.36817026
968,0.37927547
969,0.3815599
970,0.3410718
971,0.28922626
972,0.29170623
973,0.34012923
974,0.38179785
975,0.39541605
976,0.44000563
977,0.46741006
978,0.47907507
979,0.4687034
980,0.44573876
981,0.45885172
982,0.5213689
983,0.5421012
984,0.5107427
985,0.47599882
986,0.48952588
987,0.56012875
988,0.63544685
989,0.6554103
990,0.6859287
991,0.7066004
992,0.69136006
993,0.6897804
994,0.67183757
995,0.66226
996,0.69448006
997,0.73749566
998,0.7464481
999,0.73213536
1000,0.7510931
1001,0.7322889
1002,0.71668786
1003,0.73393047
1004,0.7908152
1005,0.8813384
1006,0.9409122
1007,0.98773706
1008,1
1009,0.989991
1010,0.9771846
1011,0.9452206
1012,0.8803988
1013,0.84592855
1014,0.809629
1015,0.76412475
1016,0.7356378
1017,0.73359776
1018,0.7111637
1019,0.7039408
1020,0.69826204
1021,0.6876565
1022,0.67112917
1023,0.6470331
1024,0.6522217
1025,0.65006125
1026,0.646791
1027,0.63270205
1028,0.6095737
1029,0.61003023
1030,0.6059018
1031,0.5813065
1032,0.58788294
1033,0.594638
1034,0.5761143
1035,0.5846966
1036,0.5701575
1037,0.5551292
1038,0.5171277
1039,0.46153587
1040,0.44437152
1041,0.5097864
1042,0.5344711
1043,0.5230634
1044,0.53130007
1045,0.5384761
1046,0.5241271
1047,0.5310188
1048,0.5126991
1049,0.44617516
1050,0.38455218
1051,0.38821566
1052,0.44850284
1053,0.48090258
1054,0.48984435
1055,0.48490041
1056,0.49654636
1057,0.5087183
1058,0.50205123
1059,0.49837574
1060,0.48968875
1061,0.47325456
1062,0.48737136
1063,0.49418035
1064,0.47297505
1065,0.48941237
1066,0.48716903
1067,0.48249528
1068,0.4638111
1069,0.41259632
1070,0.34045246
1071,0.2863148
1072,0.22031637
1073,0.13315561
1074,0.15354002
1075,0.2616135
1076,0.3552605
1077,0.41435432
1078,0.4749353
1079,0.5011477
1080,0.50493836
1081,0.50462276
1082,0.50583875
1083,0.5070339
1084,0.5155545
1085,0.50963986
1086,0.5073965
1087,0.5041957
1088,0.4935008
1089,0.49776527
1090,0.51117814
1091,0.5209945
1092,0.53131604
1093,0.5138537
1094,0.4778708
1095,0.49605778
1096,0.49139813
1097,0.5059456
1098,0.49790433
1099,0.4881631
1100,0.5025516
1101,0.49229696
1102,0.4895735
1103,0.49585643
1104,0.49660933
1105,0.49197724
1106,0.48303047
1107,0.46104383
1108,0.45154777
1109,0.4594931
1110,0.45813432
1111,0.45428315
1112,0.4559673
1113,0.44051528
1114,0.44221687
1115,0.44128254
1116,0.43568322
1117,0.4276448
1118,0.42383263
1119,0.43178722
1120,0.42462066
1121,0.43606701
1122,0.4207788
1123,0.39809412
1124,0.40808395
1125,0.42029786
1126,0.41828284
1127,0.4132899
1128,0.39959928
1129,0.39667848
1130,0.40187162
1131,0.3589446
1132,0.30888435
1133,0.3232606
1134,0.353893
1135,0.3798574
1136,0.40175134
1137,0.39248678
1138,0.37195817
1139,0.3446992
1140,0.3356238
1141,0.353645
1142,0.37898624
1143,0.3826455
1144,0.3851116
1145,0.37081733
1146,0.3782492
1147,0.3859186
1148,0.37410685
1149,0.39296597
1150,0.3766523
1151,0.36390772
1152,0.37399572
1153,0.39046645
1154,0.3904246
1155,0.37633607
1156,0.36800912
1157,0.37278783
1158,0.36825994
1159,0.36509147
1160,0.3741768
1161,0.36771473
1162,0.37175977
1163,0.36948213
1164,0.37173063
1165,0.37324432
1166,0.3663811
1167,0.36783051
1168,0.36933762
1169,0.36807874
1170,0.36144882
1171,0.36117068
1172,0.37046403
1173,0.36591944
1174,0.3578797
1175,0.34748495
1176,0.3350069
1177,0.30289513
1178,0.26662388
1179,0.29763865
1180,0.34706888
1181,0.3570832
1182,0.3524348
1183,0.34184057
1184,0.32123917
1185,0.31787366
1186,0.34465718
1187,0.35151434
1188,0.35193384
1189,0.3502138
1190,0.3418187
1191,0.34182504
1192,0.3360037
1193,0.33808458
1194,0.33559418
1195,0.33334464
1196,0.33844876
1197,0.3305736
1198,0.31492686
1199,0.31864938
1200,0.3166936
1201,0.32069367
1202,0.34053206
1203,0.32735875
1204,0.31631187
1205,0.31955105
1206,0.31061444
1207,0.30287462
1208,0.31326517
1209,0.30852786
1210,0.31660613
1211,0.3037525
1212,0.28875023
1213,0.23942402
1214,0.14456724
1215,0.11971446
1216,0.19694014
1217,0.2649852
1218,0.30071005
1219,0.31322795
1220,0.28524193
1221,0.18946707
1222,0.14182778
1223,0.18169613
1224,0.24547088
1225,0.28496188
1226,0.295329
1227,0.2930689
1228,0.2992054
1229,0.3056321
1230,0.30588284
1231,0.3054449
1232,0.30756518
1233,0.30352408
1234,0.31204182
1235,0.30651456
1236,0.2977756
1237,0.27441847
1238,0.2361727
1239,0.24093181
1240,0.2640831
1241,0.29581276
1242,0.31199276
1243,0.30888644
1244,0.2942632
1245,0.2665568
1246,0.25426
1247,0.26304507
1248,0.29184055
1249,0.3110816
1250,0.29966813
1251,0.29212323
1252,0.29732567
1253,0.29821905
1254,0.29557326
1255,0.29319042
1256,0.29395628
1257,0.30040735
1258,0.2968282
1259,0.29949293
1260,0.29609504
1261,0.29871815
1262,0.31408516
1263,0.2983564
1264,0.28107208
1265,0.2731389
1266,0.2912079
1267,0.31150594
1268,0.30703053
1269,0.30657798
1270,0.30205274
1271,0.30285966
1272,0.3028281
1273,0.29721078
1274,0.29106152
1275,0.29494578
1276,0.30774492
1277,0.29701856
1278,0.28966427
1279,0.2987861
1280,0.30678952
1281,0.299522
1282,0.29659522
1283,0.3032363
1284,0.30691367
1285,0.30738232
1286,0.3064654
1287,0.2929889
1288,0.30257714
1289,0.30475676
1290,0.30441743
1291,0.3039697
1292,0.30070814
1293,0.30684865
1294,0.31034616
1295,0.30162594
1296,0.3050721
1297,0.3161434
1298,0.31292263
1299,0.30776107
1300,0.31505048
1301,0.31401566
1302,0.3079962
1303,0.30236465
1304,0.30557153
1305,0.3274338
1306,0.30392855
1307,0.3105377
1308,0.31684482
1309,0.31685403
1310,0.3284853
1311,0.31648317
1312,0.32158065
1313,0.30948433
1314,0.30090868
1315,0.30854553
1316,0.316079
1317,0.31131306
1318,0.31904683
1319,0.28250405
1320,0.19547662
1321,0.109981276
1322,0.09728848
1323,0.16757964
1324,0.1851091
1325,0.21256486
1326,0.2531301
1327,0.28906998
1328,0.30962503
1329,0.3067252
1330,0.31038198
1331,0.31194592
1332,0.31461236
1333,0.3116678
1334,0.299166
1335,0.30224523
1336,0.310413
1337,0.3036295
1338,0.30354628
1339,0.3089457
1340,0.30277288
1341,0.3017407
1342,0.30735642
1343,0.30450767
1344,0.305317
1345,0.30648443
1346,0.29858917
1347,0.30081615
1348,0.2982718
1349,0.28987306
1350,0.3010572
1351,0.30861187
1352,0.2869743
1353,0.29471564
1354,0.29501444
1355,0.29420263
1356,0.28910065
1357,0.2883533
1358,0.29641032
1359,0.28574628
1360,0.28631523
1361,0.29497403
1362,0.28483248
1363,0.2746226
1364,0.28793988
1365,0.27830482
1366,0.29160252
1367,0.28600934
1368,0.28460228
1369,0.2885965
1370,0.27942163
1371,0.28668776
1372,0.29363757
1373,0.28701192
1374,0.28804418
1375,0.2930436
1376,0.28319588
1377,0.27858013
1378,0.28745052
1379,0.28502846
1380,0.28086343
1381,0.2811617
1382,0.28084332
1383,0.28373554
1384,0.2845071
1385,0.28227004
1386,0.27830482
1387,0.2800416
1388,0.28760722
1389,0.28144163
1390,0.28282025
1391,0.28537074
1392,0.29480463
1393,0.29972345
1394,0.28626004
1395,0.28110343
1396,0.29163486
1397,0.2917617
1398,0.28860265
1399,0.2927827
1400,0.29861844
1401,0.29297972
1402,0.29316443
1403,0.2825838
1404,0.2629658
1405,0.25521505
1406,0.27458623
1407,0.2979404
1408,0.29290295
1409,0.29262665
1410,0.2945098
1411,0.29523286
1412,0.29916066
1413,0.2941145
1414,0.28432214
1415,0.29134545
1416,0.29886907
1417,0.29703987
1418,0.2978786
1419,0.3089276
1420,0.30171633
1421,0.29801095
1422,0.29811576
1423,0.29661337
1424,0.29449475
1425,0.2944511
1426,0.29917118
1427,0.29333833
1428,0.2847951
1429,0.28370658
1430,0.28732288
1431,0.28606302
1432,0.29955003
1433,0.29938027
1434,0.28048664
1435,0.26603207
1436,0.2690874
1437,0.2588565
1438,0.2814402
1439,0.29627708
1440,0.28571144
1441,0.27482364
1442,0.28659588
1443,0.2849898
1444,0.2782458
1445,0.27743095
1446,0.28489792
1447,0.28977987
1448,0.28036404
1449,0.26981565
1450,0.28407645
1451,0.28163445
1452,0.2713752
1453,0.26597652
1454,0.26435074
1455,0.275394
1456,0.28082067
1457,0.2726749
1458,0.26932955
1459,0.25902283
1460,0.23179269
1461,0.2512907
1462,0.25927913
1463,0.26526397
1464,0.2711203
1465,0.27112472
1466,0.27106416
1467,0.2888871
1468,0.27986383
1469,0.2753409
1470,0.27634275
1471,0.27685523
1472,0.27942532
1473,0.28027916
1474,0.2750536
1475,0.2701025
1476,0.26501855
1477,0.25967482
1478,0.2595403
1479,0.27037537
1480,0.27753815
1481,0.2699019
1482,0.26049986
1483,0.2628666
1484,0.27486548
1485,0.2803329
1486,0.2808358
1487,0.2711748
1488,0.26498714
1489,0.26613936
1490,0.26521277
1491,0.2658334
1492,0.27501157
1493,0.26878083
1494,0.27461052
1495,0.28556815
1496,0.27076304
1497,0.27369475
1498,0.26974314
1499,0.27037048
1500,0.26904318
1501,0.2672472
1502,0.27486688
1503,0.27779648
1504,0.27734032
1505,0.27203378
1506,0.27285445
1507,0.27667457
1508,0.2601952
1509,0.21158287
1510,0.17499281
1511,0.16186158
1512,0.15972774
1513,0.17738996
1514,0.22838585
1515,0.2665464
1516,0.26581925
1517,0.2699776
1518,0.27690098
1519,0.28156257
1520,0.28837478
1521,0.27789518
1522,0.28235048
1523,0.27434874
1524,0.2653005
1525,0.26771274
1526,0.2730599
1527,0.27480295
1528,0.2733477
1529,0.25848305
1530,0.26425615
1531,0.28025824
1532,0.26357257
1533,0.25566432
1534,0.25707
1535,0.2649394
1536,0.2570756
1537,0.23142718
1538,0.210012
1539,0.19843808
1540,0.19702785
1541,0.20911409
1542,0.23572564
1543,0.26157555
1544,0.270896
1545,0.28188965
1546,0.27182445
1547,0.2759368
1548,0.27823955
1549,0.27535382
1550,0.28490034
1551,0.2756054
1552,0.2670084
1553,0.28397775
1554,0.28529412
1555,0.2695493
1556,0.27669606
1557,0.27131686
1558,0.2780304
1559,0.28580478
1560,0.28531307
1561,0.2866702
1562,0.2976246
1563,0.286193
1564,0.27840355
1565,0.29805002
1566,0.30620492
1567,0.29028538
1568,0.27569532
1569,0.24257664
1570,0.21853112
1571,0.2486343
1572,0.2885591
1573,0.30074692
1574,0.29611278
1575,0.28332794
1576,0.2938681
1577,0.29468295
1578,0.28903866
1579,0.28797394
1580,0.29009488
1581,0.29870772
1582,0.29589295
1583,0.3088006
1584,0.31016424
1585,0.29584694
1586,0.30134243
1587,0.311149
1588,0.30466527
1589,0.3073382
1590,0.3063857
1591,0.30071664
1592,0.30681998
1593,0.2984969
1594,0.3114657
1595,0.31924537
1596,0.31550798
1597,0.31269926
1598,0.3165842
1599,0.31166905
1600,0.32520145
1601,0.31444684
1602,0.30718043
1603,0.31622604
1604,0.31146798
1605,0.3111659
1606,0.32222477
1607,0.31532714
1608,0.3088629
1609,0.31160757
1610,0.3078589
1611,0.31733203
1612,0.32147276
1613,0.3245426
1614,0.33032238
1615,0.33366385
1616,0.3304023
1617,0.33359045
1618,0.32505238
1619,0.32698554
1620,0.32513627
1621,0.3210732
1622,0.32997432
1623,0.30769518
1624,0.3327407
1625,0.32993096
1626,0.32076356
1627,0.33054578
1628,0.328696
1629,0.3184353
1630,0.3174274
1631,0.30808148
1632,0.3107134
1633,0.3195802
1634,0.3053016
1635,0.31411567
1636,0.30175754
1637,0.30118415
1638,0.30123958
1639,0.2907975
1640,0.2855454
1641,0.27986783
1642,0.2712708
1643,0.2612456
1644,0.26935363
1645,0.28865457
1646,0.28759432
1647,0.28178832
1648,0.28389716
1649,0.2894842
1650,0.28753835
1651,0.28494203
1652,0.29574838
1653,0.29416347
1654,0.29188296
1655,0.28546602
1656,0.28437424
1657,0.28750768
1658,0.28183904
